name,reward_mean,reward_std,Te2e_mean,Ttx_mean,TQ_mean,Tloc_mean,Tcpu_mean,SINR_dB_mean,SINR_dB_std
MA-FDRL (federated),1.8963598766326903,0.7249693128127555,0.13839264153993305,0.13718979126003916,0.0010156058207584774,0.0001434666813576548,4.377777777777779e-05,1.7828466758537855,11.226503178012273
MADDPG (centralized),1.8852421404123307,0.7073620871494543,0.23461629273490753,0.23342188690049573,0.0010156058207584774,0.00013333334698666804,4.5466666666666676e-05,1.6643673672411976,11.322841960301847
Heuristic,1.8672759261131286,0.6876902915879486,0.22039632844002158,0.21911993916426611,0.0010156058207584774,0.00021865410046944904,4.21293545275336e-05,1.6328630276039708,11.219141110131922
